Book_id,Student_id,Status,Fine_amount,Borrow_date,Return_date
3722,355078783,returned,18,2024-01-02,2024-01-11
3266,255255572,returned,0,2024-01-02,2024-01-23
3262,310843727,returned,6,2024-01-02,2024-01-06
3556,371687195,returned,9,2024-01-02,2024-01-26
3409,394090187,damaged,50,2024-01-02,2024-01-15
3693,210865283,returned,15,2024-01-02,2024-01-08
3488,391312022,returned,0,2024-01-02,2024-01-03
3678,391312022,returned,3,2024-01-02,2024-01-04
3208,217305838,returned,0,2024-01-02,2024-01-08
3571,214427429,returned,0,2024-01-02,2024-01-23
3590,321565301,returned,3,2024-01-02,2024-01-24
3548,354240582,returned,27,2024-01-02,2024-01-20
3384,396591968,returned,0,2024-01-02,2024-01-18
3110,357441351,returned,0,2024-01-02,2024-01-16
3221,354604670,returned,0,2024-01-02,2024-01-12
3677,294707443,returned,9,2024-01-02,2024-01-24
3489,371785189,returned,0,2024-01-02,2024-01-14
3491,200118065,returned,0,2024-01-02,2024-01-09
3525,293890273,returned,0,2024-01-02,2024-01-18
3333,248527293,returned,12,2024-01-02,2024-01-14
3609,248202319,returned,18,2024-01-02,2024-01-10
3705,365290899,lost,100,2024-01-02,2024-01-12
3021,350775490,returned,3,2024-01-02,2024-01-16
3192,268421765,returned,24,2024-01-02,2024-01-22
3652,250261799,returned,0,2024-01-02,2024-01-06
3630,392435111,returned,0,2024-01-02,2024-01-02
3405,392546826,returned,0,2024-01-02,2024-01-03
3562,381236124,returned,0,2024-01-02,2024-01-23
3427,276915444,returned,0,2024-01-02,2024-01-23
3398,352329619,returned,0,2024-01-02,2024-01-04
3692,247522386,returned,15,2024-01-02,2024-01-20
3009,335607180,returned,15,2024-01-02,2024-01-27
3505,335607180,returned,15,2024-01-02,2024-01-25
3442,391294931,returned,3,2024-01-02,2024-01-19
3722,391294931,returned,21,2024-01-02,2024-02-07
3386,309571644,returned,0,2024-01-02,2024-01-14
3176,319454849,returned,0,2024-01-02,2024-01-13
3579,237769393,returned,0,2024-01-02,2024-01-25
3373,286584230,returned,0,2024-01-02,2024-01-10
3010,217679810,returned,0,2024-01-02,2024-01-11
3376,268957339,lost,100,2024-01-02,2024-01-16
3610,337258164,returned,27,2024-01-02,2024-01-23
3589,286561394,returned,12,2024-01-02,2024-01-08
3534,371764861,returned,0,2024-01-02,2024-01-14
3048,272064189,returned,0,2024-01-02,2024-01-07
3384,330552035,returned,0,2024-01-02,2024-01-12
3152,284443363,returned,0,2024-01-02,2024-01-03
3307,282604479,returned,12,2024-01-02,2024-01-14
3343,297626657,returned,0,2024-01-02,2024-01-18
3411,274530021,returned,0,2024-01-02,2024-01-23
3321,222459521,returned,0,2024-01-02,2024-01-15
3017,277934469,returned,0,2024-01-02,2024-01-02
3099,207008020,returned,0,2024-01-02,2024-01-02
3714,322069576,damaged,77,2024-01-02,2024-01-12
3485,395638893,returned,0,2024-01-02,2024-01-08
3044,392942371,returned,27,2024-01-02,2024-01-27
3663,328264718,returned,0,2024-01-02,2024-01-21
3464,230623290,returned,0,2024-01-02,2024-01-20
3497,372733428,lost,100,2024-01-02,2024-01-02
3062,217690155,returned,24,2024-01-02,2024-01-11
3228,207412362,returned,0,2024-01-02,2024-01-28
3009,219883220,returned,15,2024-01-02,2024-01-20
3108,366462240,returned,0,2024-01-02,2024-01-09
3608,269475794,returned,27,2024-01-02,2024-01-21
3112,236601514,returned,15,2024-01-02,2024-01-16
3456,322114125,returned,0,2024-01-02,2024-01-10
3130,305552788,returned,27,2024-01-02,2024-01-31
3145,340193705,returned,0,2024-01-02,2024-01-05
3545,279363741,returned,15,2024-01-02,2024-01-24
3370,339782104,returned,0,2024-01-02,2024-01-13
3159,245062062,returned,0,2024-01-02,2024-01-15
3068,214397556,damaged,65,2024-01-02,2024-02-02
3247,379236201,damaged,65,2024-01-02,2024-01-09
3159,360200232,returned,24,2024-01-02,2024-01-27
3000,258382175,returned,0,2024-01-02,2024-01-03
3397,301517827,returned,0,2024-01-02,2024-01-23
3239,332446343,returned,21,2024-01-02,2024-02-02
3099,338804271,damaged,50,2024-01-02,2024-01-03
3045,379757826,returned,0,2024-01-02,2024-01-07
3029,274492776,returned,0,2024-01-02,2024-01-26
3436,253731145,returned,0,2024-01-02,2024-01-04
3732,366186963,returned,0,2024-01-02,2024-01-03
3283,283914554,returned,6,2024-01-02,2024-01-25
3709,236196986,returned,18,2024-01-02,2024-01-19
3574,393774278,returned,0,2024-01-02,2024-01-14
3681,353121106,returned,30,2024-01-02,2024-02-02
3558,297548695,returned,12,2024-01-02,2024-02-01
3581,337991673,returned,24,2024-01-02,2024-02-04
3312,259973998,returned,0,2024-01-02,2024-01-08
3714,258098847,returned,6,2024-01-02,2024-01-07
3093,282564210,returned,12,2024-01-02,2024-01-31
3330,369423611,returned,0,2024-01-02,2024-01-09
3266,396405813,returned,9,2024-01-02,2024-01-11
3536,358304996,returned,0,2024-01-02,2024-01-11
3165,307209825,returned,12,2024-01-02,2024-02-04
3717,329401566,returned,0,2024-01-02,2024-01-04
3039,300288362,returned,30,2024-01-02,2024-01-16
3403,330331141,returned,0,2024-01-02,2024-01-13
3219,268856903,returned,0,2024-01-02,2024-01-02
3022,273121715,returned,0,2024-01-02,2024-01-11
3647,298415928,returned,3,2024-01-02,2024-01-04
3186,209353754,returned,0,2024-01-02,2024-01-10
3125,268845005,returned,0,2024-01-02,2024-01-02
3742,203521018,returned,0,2024-01-02,2024-01-13
3730,341518926,returned,9,2024-01-02,2024-01-09
3250,312629355,returned,15,2024-01-02,2024-02-03
3158,356103028,returned,0,2024-01-02,2024-01-15
3466,201173598,returned,0,2024-01-02,2024-01-06
3256,391207230,returned,15,2024-01-02,2024-01-09
3095,261157051,returned,0,2024-01-02,2024-01-23
3132,261157051,returned,27,2024-01-02,2024-01-20
3610,376369773,returned,0,2024-01-02,2024-01-18
3021,233793330,returned,24,2024-01-02,2024-01-19
3245,211857933,returned,24,2024-01-02,2024-01-18
3023,357954387,returned,0,2024-01-02,2024-01-06
3420,295431639,returned,0,2024-01-02,2024-01-07
3081,365506609,returned,0,2024-01-02,2024-01-02
3202,208622159,returned,24,2024-01-02,2024-01-20
3403,205406614,returned,27,2024-01-02,2024-01-20
3712,362590226,returned,0,2024-01-02,2024-01-05
3390,362590226,returned,0,2024-01-02,2024-01-04
3098,238748149,returned,6,2024-01-02,2024-01-12
3286,222528895,returned,30,2024-01-02,2024-01-18
3287,302552633,returned,27,2024-01-02,2024-01-13
3581,283671642,returned,27,2024-01-02,2024-01-13
3502,238882864,lost,100,2024-01-02,2024-01-24
3235,375858081,returned,0,2024-01-02,2024-01-20
3207,229630884,returned,27,2024-01-02,2024-01-23
3697,355555756,returned,0,2024-01-02,2024-01-26
3625,383385440,returned,3,2024-01-02,2024-01-17
3164,232405480,returned,6,2024-01-02,2024-01-18
3028,217069285,returned,0,2024-01-02,2024-01-18
3225,383752235,returned,21,2024-01-02,2024-01-16
3740,390502714,returned,18,2024-01-02,2024-01-25
3061,398177741,returned,6,2024-01-02,2024-01-19
3658,326703477,returned,18,2024-01-02,2024-01-12
3600,278753496,returned,27,2024-01-02,2024-01-19
3344,346260417,returned,0,2024-01-02,2024-01-13
3106,278512173,returned,0,2024-01-02,2024-01-09
3384,280813932,returned,0,2024-01-02,2024-01-10
3183,327934683,returned,3,2024-01-02,2024-01-24
3150,235589348,returned,18,2024-01-02,2024-01-24
3345,351418439,returned,0,2024-01-02,2024-01-12
3524,205343262,returned,6,2024-01-02,2024-01-30
3694,296666878,returned,0,2024-01-02,2024-01-05
3344,302683651,returned,24,2024-01-02,2024-01-24
3425,343106910,returned,0,2024-01-02,2024-01-14
3213,354814162,returned,0,2024-01-02,2024-01-02
3681,256566753,returned,0,2024-01-02,2024-01-06
3522,394984611,returned,21,2024-01-02,2024-01-25
3153,322865957,returned,0,2024-01-03,2024-01-09
3295,364114884,returned,0,2024-01-03,2024-01-20
3644,382458339,returned,0,2024-01-03,2024-01-11
3225,334026598,returned,0,2024-01-03,2024-01-06
3277,238930481,returned,0,2024-01-03,2024-01-07
3033,238930481,returned,0,2024-01-03,2024-01-17
3718,315766758,returned,0,2024-01-03,2024-01-21
3660,329369144,returned,27,2024-01-03,2024-01-29
3257,329369144,damaged,50,2024-01-03,2024-01-06
3074,200123008,returned,0,2024-01-03,2024-01-14
3689,391645298,returned,18,2024-01-03,2024-01-24
3007,324404185,returned,24,2024-01-03,2024-02-09
3585,301462131,returned,0,2024-01-03,2024-01-05
3239,391015435,returned,0,2024-01-03,2024-01-25
3274,325614311,returned,24,2024-01-03,2024-02-09
3171,333755734,returned,0,2024-01-03,2024-01-16
3709,250256500,returned,15,2024-01-03,2024-01-12
3102,352185458,returned,15,2024-01-03,2024-01-21
3345,300875317,returned,9,2024-01-03,2024-02-02
3436,299195420,returned,0,2024-01-03,2024-01-06
3565,257661322,lost,100,2024-01-03,2024-01-08
3070,279388201,returned,0,2024-01-03,2024-01-13
3047,251270930,returned,0,2024-01-03,2024-01-05
3127,340273077,returned,12,2024-01-03,2024-01-09
3060,325790764,lost,100,2024-01-03,2024-01-03
3075,299279521,returned,0,2024-01-03,2024-01-09
3080,271578643,returned,0,2024-01-03,2024-01-12
3048,300068814,returned,0,2024-01-03,2024-01-06
3216,307337469,returned,21,2024-01-03,2024-01-20
3714,307337469,returned,21,2024-01-03,2024-01-22
3154,361559743,returned,0,2024-01-03,2024-01-19
3336,368191102,lost,100,2024-01-03,2024-01-06
3038,364395913,damaged,62,2024-01-03,2024-01-08
3476,262425689,returned,30,2024-01-03,2024-01-20
3654,247522386,returned,27,2024-01-03,2024-01-24
3552,216424317,lost,100,2024-01-03,2024-01-03
3082,298897497,returned,0,2024-01-03,2024-01-07
3536,337181465,returned,27,2024-01-03,2024-01-19
3328,353172430,returned,21,2024-01-03,2024-01-28
3321,305121279,returned,0,2024-01-03,2024-01-03
3581,284652112,returned,27,2024-01-03,2024-02-06
3409,281328997,returned,30,2024-01-03,2024-02-03
3587,224720219,returned,0,2024-01-03,2024-01-23
3247,360152433,returned,0,2024-01-03,2024-01-03
3608,205091853,returned,0,2024-01-03,2024-01-07
3360,272004862,returned,3,2024-01-03,2024-01-16
3722,323462077,returned,0,2024-01-03,2024-01-10
3467,219287869,returned,0,2024-01-03,2024-01-13
3385,266488725,returned,0,2024-01-03,2024-01-06
3644,266488725,returned,30,2024-01-03,2024-02-03
3498,307885418,returned,0,2024-01-03,2024-01-26
3026,280240136,returned,0,2024-01-03,2024-01-03
3652,349295584,returned,0,2024-01-03,2024-01-09
3530,368184412,returned,0,2024-01-03,2024-01-15
3088,286112172,returned,0,2024-01-03,2024-01-06
3688,281193490,returned,6,2024-01-03,2024-01-09
3408,292699667,returned,0,2024-01-03,2024-01-04
3160,255722670,returned,0,2024-01-03,2024-01-03
3479,239465545,returned,9,2024-01-03,2024-01-26
3729,252589221,returned,3,2024-01-03,2024-01-22
3513,281676718,returned,0,2024-01-03,2024-01-03
3194,274530021,returned,0,2024-01-03,2024-01-11
3697,212188262,returned,27,2024-01-03,2024-01-14
3172,227514775,returned,0,2024-01-03,2024-01-05
3679,246036750,returned,0,2024-01-03,2024-01-21
3528,202057899,returned,0,2024-01-03,2024-01-12
3443,262204589,returned,6,2024-01-03,2024-02-01
3707,294608054,returned,0,2024-01-03,2024-01-03
3091,363197815,returned,0,2024-01-03,2024-01-04
3123,251509709,returned,24,2024-01-03,2024-01-22
3256,384560496,returned,15,2024-01-03,2024-01-13
3597,318598885,returned,6,2024-01-03,2024-01-11
3039,340074459,returned,24,2024-01-03,2024-01-17
3366,236175501,returned,30,2024-01-03,2024-01-16
3723,262670789,returned,12,2024-01-03,2024-01-20
3677,246942197,returned,15,2024-01-03,2024-01-21
3070,336851514,returned,27,2024-01-03,2024-01-13
3397,221090699,returned,24,2024-01-03,2024-01-20
3655,385993340,returned,9,2024-01-03,2024-01-16
3259,220468276,returned,0,2024-01-03,2024-01-04
3373,309210409,returned,0,2024-01-03,2024-01-03
3259,247675481,returned,0,2024-01-03,2024-01-16
3300,335121067,returned,0,2024-01-03,2024-01-16
3382,350982302,returned,0,2024-01-03,2024-01-06
3435,316447739,returned,3,2024-01-03,2024-01-16
3166,323972109,returned,9,2024-01-03,2024-01-07
3219,357452788,returned,0,2024-01-03,2024-01-06
3548,357452788,returned,12,2024-01-03,2024-01-28
3150,312866361,returned,18,2024-01-03,2024-01-17
3590,241042639,lost,100,2024-01-03,2024-01-06
3543,348402785,returned,30,2024-01-03,2024-01-19
3170,348402785,returned,0,2024-01-03,2024-01-11
3035,228364089,returned,0,2024-01-03,2024-01-07
3368,361579592,returned,0,2024-01-03,2024-01-15
3575,331057133,returned,30,2024-01-03,2024-01-19
3623,307136283,returned,3,2024-01-03,2024-01-07
3341,257993493,returned,0,2024-01-03,2024-01-13
3480,257993493,returned,0,2024-01-03,2024-02-01
3174,391465754,returned,30,2024-01-03,2024-02-04
3622,279355937,returned,27,2024-01-03,2024-02-10
3314,253191464,returned,0,2024-01-03,2024-01-25
3532,392108981,returned,9,2024-01-03,2024-01-08
3225,214426884,returned,21,2024-01-03,2024-02-04
3329,233993153,returned,0,2024-01-03,2024-01-12
3453,378225429,damaged,50,2024-01-03,2024-01-06
3342,284030863,returned,18,2024-01-03,2024-01-12
3735,259973998,lost,100,2024-01-03,2024-01-20
3425,371525379,returned,0,2024-01-03,2024-01-09
3611,254917214,returned,12,2024-01-03,2024-01-11
3703,361364672,returned,0,2024-01-03,2024-01-25
3397,205187552,returned,18,2024-01-03,2024-01-10
3235,351260351,returned,0,2024-01-03,2024-01-18
3636,398702241,returned,18,2024-01-03,2024-01-14
3705,218273696,returned,0,2024-01-03,2024-01-05
3696,219021094,returned,24,2024-01-03,2024-01-13
3541,295925887,returned,18,2024-01-03,2024-01-18
3429,207027681,returned,15,2024-01-03,2024-01-21
3244,217390632,returned,15,2024-01-03,2024-01-22
3387,268845005,returned,0,2024-01-03,2024-01-10
3224,203521018,returned,3,2024-01-03,2024-01-23
3605,213609498,returned,3,2024-01-03,2024-01-13
3050,269386819,returned,0,2024-01-03,2024-01-18
3347,288420748,returned,0,2024-01-03,2024-01-19
3703,329900211,returned,0,2024-01-03,2024-01-03
3348,236171146,damaged,65,2024-01-03,2024-01-09
3018,266284249,returned,0,2024-01-03,2024-01-24
3240,228486411,returned,3,2024-01-03,2024-01-19
3248,288681562,returned,0,2024-01-03,2024-01-19
3063,246741789,returned,0,2024-01-03,2024-01-09
3350,279381040,returned,0,2024-01-03,2024-01-07
3596,287751879,returned,0,2024-01-03,2024-01-26
3535,309658672,returned,0,2024-01-03,2024-01-17
3161,339898769,returned,6,2024-01-03,2024-02-04
3561,337522767,returned,30,2024-01-03,2024-01-22
3407,207713207,returned,0,2024-01-03,2024-01-04
3273,222528895,returned,0,2024-01-03,2024-01-23
3444,336317094,returned,18,2024-01-03,2024-01-25
3084,285967030,returned,0,2024-01-03,2024-01-23
3355,366013308,returned,3,2024-01-03,2024-01-26
3449,278176227,returned,0,2024-01-03,2024-01-03
3682,221077191,returned,0,2024-01-03,2024-01-19
3592,293436606,returned,0,2024-01-03,2024-01-13
3378,307650549,returned,12,2024-01-03,2024-01-09
3237,313566358,returned,0,2024-01-03,2024-01-07
3433,301365680,damaged,50,2024-01-03,2024-01-05
3213,241013564,returned,0,2024-01-03,2024-01-09
3474,326975778,returned,3,2024-01-03,2024-01-19
3633,232150177,returned,24,2024-01-03,2024-01-21
3532,278510953,returned,0,2024-01-03,2024-01-25
3253,307959056,returned,0,2024-01-03,2024-01-06
3632,208804906,returned,0,2024-01-03,2024-01-18
3115,301543302,returned,0,2024-01-03,2024-01-12
3571,373902154,returned,24,2024-01-03,2024-01-12
3380,244001939,returned,0,2024-01-03,2024-01-05
3595,296666878,returned,0,2024-01-03,2024-01-10
3680,284575149,returned,27,2024-01-03,2024-01-21
3270,242005585,returned,27,2024-01-03,2024-01-17
3209,236925483,returned,9,2024-01-03,2024-01-14
3215,372376061,returned,0,2024-01-03,2024-01-10
3662,246512065,returned,12,2024-01-03,2024-01-15
3059,274539568,returned,27,2024-01-03,2024-02-09
3150,333793727,returned,0,2024-01-03,2024-01-13
3212,321222226,returned,0,2024-01-03,2024-01-03
3362,227827441,returned,3,2024-01-03,2024-01-09
3066,306022096,damaged,74,2024-01-03,2024-01-26
3173,295607766,returned,18,2024-01-04,2024-01-15
3578,206751836,returned,0,2024-01-04,2024-01-25
3446,322458852,returned,15,2024-01-04,2024-01-26
3188,330848540,returned,27,2024-01-04,2024-01-14
3252,326703535,returned,0,2024-01-04,2024-01-19
3246,310173687,returned,0,2024-01-04,2024-01-05
3604,288339526,returned,0,2024-01-04,2024-01-27
3458,288339526,returned,0,2024-01-04,2024-01-09
3468,324171727,returned,0,2024-01-04,2024-01-10
3031,292014750,returned,6,2024-01-04,2024-01-08
3733,394535322,returned,0,2024-01-04,2024-01-06
3488,251028718,returned,27,2024-01-04,2024-01-17
3150,262552854,returned,0,2024-01-04,2024-01-23
3658,298601410,returned,0,2024-01-04,2024-01-22
3551,333755734,returned,0,2024-01-04,2024-01-16
3086,292652864,returned,0,2024-01-04,2024-01-10
3716,236625356,returned,0,2024-01-04,2024-01-05
3181,331464123,returned,21,2024-01-04,2024-02-09
3119,290737493,returned,12,2024-01-04,2024-01-14
3616,331066985,returned,3,2024-01-04,2024-01-07
3124,242463362,returned,12,2024-01-04,2024-01-10
3127,321565301,returned,30,2024-01-04,2024-01-24
3708,396591968,returned,0,2024-01-04,2024-01-23
3527,215332826,returned,0,2024-01-04,2024-01-09
3682,296868680,returned,0,2024-01-04,2024-01-04
3405,359819299,returned,6,2024-01-04,2024-01-23
3529,263204273,returned,15,2024-01-04,2024-01-21
3517,288813363,returned,18,2024-01-04,2024-01-30
3739,358589257,returned,0,2024-01-04,2024-01-08
3114,325790764,returned,6,2024-01-04,2024-01-18
3425,227684123,returned,0,2024-01-04,2024-01-06
3094,268507647,returned,18,2024-01-04,2024-01-12
3383,365290899,returned,0,2024-01-04,2024-01-15
3143,381236124,returned,12,2024-01-04,2024-02-06
3689,343619201,returned,0,2024-01-04,2024-01-23
3429,247522386,returned,0,2024-01-04,2024-01-10
3061,267294213,returned,0,2024-01-04,2024-01-28
3064,211946504,returned,0,2024-01-04,2024-01-14
3719,380250381,returned,9,2024-01-04,2024-01-28
3446,380250381,returned,24,2024-01-04,2024-02-04
3502,217621713,returned,27,2024-01-04,2024-01-24
3448,217621713,returned,0,2024-01-04,2024-01-30
3467,286584230,returned,0,2024-01-04,2024-01-10
3042,224720219,returned,9,2024-01-04,2024-01-30
3695,394723332,returned,0,2024-01-04,2024-01-04
3282,376304200,returned,12,2024-01-04,2024-01-16
3039,238224802,returned,0,2024-01-04,2024-01-08
3259,257117895,returned,0,2024-01-04,2024-01-22
3374,219287869,returned,0,2024-01-04,2024-01-16
3556,202383261,returned,27,2024-01-04,2024-01-20
3345,219463916,returned,0,2024-01-04,2024-01-13
