Student_id,Request_time,Start_time,Duration_hours,Number_of_people,Board,Screen,Handled_Librarian,Assigned_room,Status
284443363,2024-10-01 08:14:45,2024-11-17 19:00:00,3,1,Y,N,239037328,5,approved
331112680,2024-10-01 08:20:08,2024-11-12 13:00:00,3.0,1,N,N,273731877,3,approved
368184412,2024-10-01 08:31:06,2024-11-25 10:00:00,1.0,1,N,N,296412695,3,approved
358356467,2024-10-01 08:36:34,2024-11-19 08:00:00,4.0,2,N,N,220538110,3,approved
285199220,2024-10-01 08:43:41,2024-11-01 15:00:00,1.0,1,N,N,282034214,3,approved
281767384,2024-10-01 08:46:40,2024-11-29 17:00:00,1.5,1,N,Y,322215724,7,approved
392546826,2024-10-01 08:50:51,2024-11-24 15:00:00,2.0,1,N,Y,282902311,1,approved
228449443,2024-10-01 08:51:00,2024-11-07 14:00:00,2.0,2,N,Y,327109013,1,approved
220869762,2024-10-01 08:53:35,2024-11-22 17:00:00,1.5,2,Y,Y,307732313,2,approved
315075804,2024-10-01 08:55:22,2024-11-11 16:00:00,1.0,1,N,Y,287850242,1,approved
252925284,2024-10-01 09:00:50,2024-11-15 12:00:00,1.5,1,N,Y,290649268,1,approved
307959056,2024-10-01 09:06:01,2024-11-26 07:00:00,1.0,2,N,N,268722105,3,approved
254917214,2024-10-01 09:06:27,2024-11-03 07:00:00,1.0,1,N,Y,283555837,1,approved
246014229,2024-10-01 09:06:31,2024-11-12 12:00:00,2.5,1,Y,Y,219037645,2,approved
267692523,2024-10-01 09:30:13,2024-11-05 19:00:00,3,1,N,Y,327109013,7,approved
380001461,2024-10-01 09:32:32,2024-11-28 14:00:00,2.0,1,Y,Y,254629025,2,approved
333881050,2024-10-01 09:32:35,2024-11-04 15:00:00,1.0,1,Y,N,272854340,5,approved
326635810,2024-10-01 09:32:41,2024-11-13 10:00:00,2.0,1,N,N,297170813,3,approved
248263501,2024-10-01 09:35:49,2024-11-06 17:00:00,2.0,2,Y,Y,263996035,2,approved
392165288,2024-10-01 09:36:00,2024-11-02 09:00:00,1.5,2,Y,Y,308370048,2,approved
274886563,2024-10-01 09:44:59,2024-11-28 10:00:00,3.0,1,N,Y,256588641,1,approved
307136283,2024-10-01 09:46:48,2024-11-28 17:00:00,3.0,2,Y,N,254629025,5,approved
356427617,2024-10-01 09:51:34,2024-11-16 07:00:00,2.5,2,Y,Y,270296197,2,approved
219287869,2024-10-01 09:52:36,2024-11-05 08:00:00,4.0,1,N,Y,339630600,7,approved
306139395,2024-10-01 10:01:20,2024-11-30 21:00:00,1,1,N,N,334240645,3,approved
297735656,2024-10-01 10:03:48,2024-11-30 16:00:00,1.5,2,N,Y,289982092,1,approved
284705167,2024-10-01 10:11:03,2024-11-09 19:00:00,1.5,1,Y,N,336757406,5,approved
254487531,2024-10-01 10:16:08,2024-11-07 20:00:00,1.5,2,Y,Y,374362754,2,approved
338158249,2024-10-01 10:19:19,2024-11-03 12:00:00,1.0,2,Y,Y,283555837,2,approved
323123919,2024-10-01 10:25:51,2024-11-05 10:00:00,2.5,2,Y,N,374362754,15,approved
378964878,2024-10-01 10:26:36,2024-11-29 07:00:00,3.5,1,N,Y,358617868,1,approved
377169859,2024-10-01 10:30:04,2024-11-27 12:00:00,1.5,2,Y,N,362936221,5,approved
376304200,2024-10-01 10:32:55,2024-11-12 15:00:00,2.5,2,N,N,273731877,6,approved
215332826,2024-10-01 10:36:06,2024-11-17 15:00:00,2.5,1,Y,Y,380683862,2,approved
324658988,2024-10-01 10:36:06,2024-11-29 15:00:00,1.5,1,N,N,253940100,3,approved
345955413,2024-10-01 10:37:41,2024-11-19 18:00:00,2.5,2,Y,Y,229656459,2,approved
392543765,2024-10-01 10:40:42,2024-11-15 14:00:00,1.5,2,N,N,211950654,6,approved
278455175,2024-10-01 10:43:49,2024-11-20 12:00:00,4.0,2,Y,N,255586604,5,approved
256246372,2024-10-01 10:53:41,2024-11-02 13:00:00,4.0,2,Y,N,228565115,5,approved
392059051,2024-10-01 10:54:53,2024-11-16 11:00:00,1.5,1,Y,Y,276990058,2,approved
390758274,2024-10-01 10:55:11,2024-11-07 14:00:00,2.5,2,N,Y,380845883,7,approved
271786956,2024-10-01 10:55:44,2024-11-21 20:00:00,2,2,Y,Y,370173353,2,approved
282611722,2024-10-01 10:57:31,2024-11-16 09:00:00,2.0,1,Y,N,256528688,5,approved
204137012,2024-10-01 11:02:07,2024-11-28 08:00:00,1.0,1,N,Y,256588641,1,approved
274004563,2024-10-01 11:10:42,2024-11-11 15:00:00,1.5,2,Y,Y,356670364,2,approved
245780192,2024-10-01 11:11:58,2024-11-08 08:00:00,2.0,2,Y,Y,383226560,2,approved
249630468,2024-10-01 11:12:19,2024-11-27 19:00:00,3,2,N,N,202213385,3,approved
356103028,2024-10-01 11:18:59,2024-11-11 13:00:00,3.0,2,N,Y,301452777,7,approved
300707056,2024-10-01 11:25:47,2024-11-04 09:00:00,3.0,1,Y,N,315209668,5,approved
362590226,2024-10-01 11:25:58,2024-11-10 18:00:00,1.0,1,Y,N,256757899,5,approved
370943607,2024-10-01 11:26:13,2024-11-06 21:00:00,1,2,N,Y,202316642,1,approved
212899546,2024-10-01 11:32:45,2024-11-04 12:00:00,2.0,1,Y,Y,345879134,4,approved
344460720,2024-10-01 11:38:10,2024-11-13 16:00:00,3.5,2,Y,N,278304159,5,approved
306469297,2024-10-01 11:40:33,2024-11-28 13:00:00,2.5,2,N,N,204153969,3,approved
369527304,2024-10-01 11:40:43,2024-11-29 21:00:00,1,1,Y,N,294120373,5,approved
255100083,2024-10-01 11:41:12,2024-11-20 15:00:00,2.5,1,Y,N,339630600,15,approved
312834179,2024-10-01 11:44:40,2024-11-16 20:00:00,1.5,2,Y,N,270296197,5,approved
329552665,2024-10-01 11:44:53,2024-11-30 13:00:00,1.5,1,Y,N,334240645,5,approved
346257215,2024-10-01 11:45:27,2024-11-05 08:00:00,1.5,2,N,Y,374983211,16,approved
346146194,2024-10-01 11:49:59,2024-11-22 20:00:00,2,1,N,N,243247319,6,approved
292904554,2024-10-01 12:02:38,2024-11-17 19:00:00,2.0,1,N,N,362936221,6,approved
226095537,2024-10-01 12:06:52,2024-11-14 21:00:00,1,1,N,N,354443129,3,approved
315080739,2024-10-01 12:17:07,2024-11-30 18:00:00,1.0,1,N,N,230006371,3,approved
364456871,2024-10-01 12:20:54,2024-11-24 08:00:00,2.0,2,Y,Y,248942815,2,approved
255700627,2024-10-01 12:24:28,2024-11-08 19:00:00,1.0,2,N,N,314052127,3,approved
326267697,2024-10-01 12:24:39,2024-11-21 19:00:00,2.5,1,Y,Y,370173353,4,approved
379298722,2024-10-01 12:25:28,2024-11-15 15:00:00,2.5,1,N,N,319608246,3,approved
371216508,2024-10-01 12:31:41,2024-11-08 20:00:00,2,2,N,Y,343990297,1,approved
265613562,2024-10-01 12:36:45,2024-11-02 13:00:00,2.0,1,Y,Y,329222087,2,approved
326703477,2024-10-01 12:40:59,2024-11-01 16:00:00,3.0,1,Y,N,266085976,17,approved
229782487,2024-10-01 12:48:56,2024-11-27 19:00:00,3,1,N,N,335700035,6,approved
206751836,2024-10-01 12:51:25,2024-11-02 17:00:00,4.0,1,Y,N,226635274,5,approved
216942862,2024-10-01 12:53:07,2024-11-11 10:00:00,2.0,2,Y,N,308086545,5,approved
244678090,2024-10-01 13:04:51,2024-11-29 11:00:00,4.0,1,N,Y,206257180,7,approved
266319003,2024-10-01 13:07:08,2024-11-10 21:00:00,1,2,Y,Y,256757899,2,approved
323727834,2024-10-01 13:08:40,2024-11-08 07:00:00,1.5,1,Y,Y,211343306,4,approved
301517827,2024-10-01 13:17:30,2024-11-03 10:00:00,1.5,1,Y,N,328727094,15,approved
275946424,2024-10-01 13:29:31,2024-11-11 13:00:00,1.0,1,Y,N,320635840,5,approved
241793462,2024-10-01 13:33:03,2024-11-07 16:00:00,3.0,1,Y,N,219037645,5,approved
215566209,2024-10-01 13:38:05,2024-11-09 07:00:00,1.5,1,N,Y,200229912,1,approved
385808985,2024-10-01 13:39:09,2024-11-04 19:00:00,2.0,2,Y,N,376831376,5,approved
314204546,2024-10-01 13:42:00,2024-11-02 13:00:00,1.0,2,N,Y,336625082,7,approved
345843452,2024-10-01 13:51:06,2024-11-05 12:00:00,2.0,2,Y,Y,277864716,4,approved
353098148,2024-10-01 13:51:38,2024-11-23 10:00:00,2.0,2,N,Y,302198528,1,approved
362615080,2024-10-01 13:52:03,2024-11-04 14:00:00,1.0,1,N,N,339630600,6,approved
282711274,2024-10-01 13:55:43,2024-11-30 20:00:00,2,2,Y,N,343603908,17,approved
211603550,2024-10-01 13:57:57,2024-11-27 21:00:00,1,2,Y,N,335700035,15,approved
383198181,2024-10-01 13:59:00,2024-11-06 12:00:00,4.0,1,Y,N,255595993,5,approved
377289970,2024-10-01 14:00:44,2024-11-09 16:00:00,2.0,2,Y,N,273385716,5,approved
380907154,2024-10-01 14:10:38,2024-11-02 09:00:00,1.0,1,N,N,319475554,11,approved
385436142,2024-10-01 14:13:33,2024-11-04 07:00:00,1.5,1,Y,N,321425431,15,approved
313422206,2024-10-01 14:14:23,2024-11-10 08:00:00,1.0,2,Y,N,248942815,5,approved
260736152,2024-10-01 14:14:38,2024-11-08 20:00:00,2,1,N,Y,355947888,7,approved
216888024,2024-10-01 14:25:27,2024-11-12 16:00:00,3.0,1,N,Y,361196652,1,approved
320500580,2024-10-01 14:30:17,2024-11-25 07:00:00,3.0,1,Y,Y,231404294,2,approved
238578181,2024-10-01 14:34:50,2024-11-09 16:00:00,3.5,2,N,Y,336757406,1,approved
333365948,2024-10-01 14:34:51,2024-11-11 16:00:00,3.5,1,Y,Y,200885937,4,approved
223913872,2024-10-01 14:36:02,2024-11-18 13:00:00,2.5,2,N,Y,398637793,1,approved
384595716,2024-10-01 14:36:34,2024-11-19 13:00:00,2.5,1,Y,Y,328470141,2,approved
379757826,2024-10-01 14:40:38,2024-11-21 09:00:00,4.0,2,Y,N,253658694,15,approved
212970537,2024-10-01 14:43:04,2024-11-24 07:00:00,2.0,1,N,Y,207094053,1,approved
330825399,2024-10-01 14:43:30,2024-11-23 09:00:00,1.5,2,Y,N,224484428,5,approved
256566753,2024-10-01 14:46:19,2024-11-16 09:00:00,3.5,1,Y,N,270296197,15,approved
336338728,2024-10-01 14:46:54,2024-11-09 11:00:00,3.0,2,N,N,279782528,6,approved
390670719,2024-10-01 14:47:57,2024-11-13 18:00:00,3.5,2,N,N,292019064,3,approved
241793462,2024-10-01 14:53:05,2024-11-23 21:00:00,1,2,N,N,213790827,3,approved
259373629,2024-10-01 14:54:21,2024-11-17 13:00:00,1.5,2,Y,N,342088705,5,approved
204827026,2024-10-01 14:59:07,2024-11-04 10:00:00,1.0,1,N,N,363713934,3,approved
216522672,2024-10-01 15:04:07,2024-11-30 16:00:00,2.5,1,N,Y,343603908,7,approved
205237282,2024-10-01 15:07:39,2024-11-07 07:00:00,3.0,1,Y,Y,313570137,2,approved
208603662,2024-10-01 15:14:01,2024-11-01 07:00:00,1.5,2,N,N,376831376,3,approved
309876910,2024-10-01 15:18:44,2024-11-08 13:00:00,2.5,1,Y,N,340115104,5,approved
378142509,2024-10-01 15:20:35,2024-11-04 10:00:00,1.5,1,N,Y,339630600,7,approved
301916250,2024-10-01 15:26:15,2024-11-14 10:00:00,1.5,1,Y,Y,318471364,2,approved
355370362,2024-10-01 15:33:51,2024-11-03 21:00:00,1,1,N,Y,274503903,1,approved
397170986,2024-10-01 15:35:27,2024-11-08 19:00:00,2.5,2,N,Y,381073709,16,approved
399464775,2024-10-01 15:36:28,2024-11-20 09:00:00,3.5,1,N,Y,275973766,1,approved
338081466,2024-10-01 15:45:13,2024-11-07 08:00:00,4.0,2,N,N,327109013,3,approved
219631082,2024-10-01 15:50:47,2024-11-01 08:00:00,4.0,1,N,Y,376831376,7,approved
224203687,2024-10-01 16:02:26,2024-11-19 10:00:00,1.0,1,N,Y,238756902,1,approved
266284249,2024-10-01 16:02:45,2024-11-27 07:00:00,3.0,2,Y,Y,314052127,2,approved
308121086,2024-10-01 16:09:08,2024-11-24 18:00:00,4,1,N,N,230250847,6,approved
272509506,2024-10-01 16:13:07,2024-11-05 18:00:00,1.0,2,N,N,316346196,3,approved
337258164,2024-10-01 16:16:57,2024-11-09 13:00:00,3.0,1,N,Y,336757406,1,approved
393055348,2024-10-01 16:22:23,2024-11-27 15:00:00,3.0,2,Y,Y,201154135,4,approved
342416666,2024-10-01 16:27:43,2024-11-08 07:00:00,2.5,1,Y,N,220538110,15,approved
231261371,2024-10-01 16:28:16,2024-11-29 16:00:00,1.5,2,N,Y,268722105,16,approved
223913872,2024-10-01 16:34:52,2024-11-22 17:00:00,2.0,1,Y,N,327109013,15,approved
268421765,2024-10-01 16:40:27,2024-11-03 08:00:00,2.0,2,N,N,319475554,3,approved
207924044,2024-10-01 16:43:47,2024-11-21 09:00:00,4.0,1,N,N,297170813,3,approved
202328365,2024-10-01 16:45:17,2024-11-20 19:00:00,3,1,N,Y,378822233,7,approved
227081007,2024-10-01 16:48:23,2024-11-15 17:00:00,1.5,1,Y,N,215129123,5,approved
397294349,2024-10-01 16:56:46,2024-11-17 11:00:00,3.5,1,Y,N,239037328,15,approved
312629355,2024-10-01 16:56:51,2024-11-21 16:00:00,1.0,2,Y,N,301452777,5,approved
310021407,2024-10-01 17:05:43,2024-11-21 10:00:00,1.5,1,Y,N,327972550,17,approved
342255494,2024-10-01 17:08:00,2024-11-14 10:00:00,3.0,2,N,Y,380598680,1,approved
274442334,2024-10-01 17:09:24,2024-11-06 13:00:00,2.0,1,Y,N,263996035,15,approved
235102795,2024-10-01 17:13:00,2024-11-10 07:00:00,1.5,2,N,N,363657867,6,approved
312880008,2024-10-01 17:14:50,2024-11-26 09:00:00,4.0,1,N,Y,308370048,1,approved
338804271,2024-10-01 17:18:31,2024-11-01 18:00:00,1.0,1,Y,Y,266085976,2,approved
227405537,2024-10-01 17:20:44,2024-11-26 19:00:00,1.5,1,N,Y,272561044,7,approved
239493794,2024-10-01 17:27:24,2024-11-06 20:00:00,2,1,N,N,397599127,3,approved
218517258,2024-10-01 17:37:13,2024-11-11 15:00:00,3.0,2,Y,Y,266085976,8,approved
299546291,2024-10-01 17:39:04,2024-11-17 08:00:00,2.0,2,N,Y,305539405,1,approved
293663399,2024-10-01 17:50:29,2024-11-20 13:00:00,4.0,2,N,Y,381073709,7,approved
232131938,2024-10-01 17:52:53,2024-11-09 19:00:00,3,2,N,Y,346312267,7,approved
256983891,2024-10-01 17:58:16,2024-11-27 19:00:00,2.0,1,Y,Y,201154135,4,approved
218249746,2024-10-01 18:05:30,2024-11-28 11:00:00,3.0,2,N,N,315209668,6,approved
322656943,2024-10-01 18:13:49,2024-11-04 20:00:00,1.0,2,Y,Y,250544251,2,approved
290025154,2024-10-01 18:16:46,2024-11-21 18:00:00,4,1,Y,Y,391388998,8,approved
210865283,2024-10-01 18:26:55,2024-11-21 09:00:00,1.0,2,N,Y,224484428,1,approved
341317543,2024-10-01 18:29:08,2024-11-02 07:00:00,4.0,2,Y,N,280739152,5,approved
382542926,2024-10-01 18:34:24,2024-11-01 08:00:00,3.5,2,Y,Y,282034214,4,approved
253517874,2024-10-01 18:36:07,2024-11-01 17:00:00,3.5,2,Y,N,375013737,20,approved
345105845,2024-10-01 18:49:55,2024-11-20 18:00:00,3.5,2,N,Y,343236287,16,approved
377764634,2024-10-01 18:52:21,2024-11-08 15:00:00,1.0,2,N,Y,340115104,7,approved
