Book_id,Book_name,Publication_date,Category_id,Author_id,Language,Book_description
1034,Day of the Falcon,21-05-1971,25,3034,Haitian Creole,"Published on 21-05-1971, ""Day of the Falcon"" is a captivating work written in Haitian Creole. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1035,"Boys in Company C, The",17-05-1977,3,3035,Ndebele,"Published on 17-05-1977, ""Boys in Company C, The"" is a captivating work written in Ndebele. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1036,"Report, The (Gozaresh)",30-05-1960,33,3036,Pashto,"Published on 30-05-1960, ""Report, The (Gozaresh)"" is a captivating work written in Pashto. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1037,Oxygen,16-10-1966,33,3037,Malay,"Published on 16-10-1966, ""Oxygen"" is a captivating work written in Malay. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1038,Hearty Paws,01-12-1983,36,3038,Fijian,"Published on 01-12-1983, ""Hearty Paws"" is a captivating work written in Fijian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1039,Aladdin,02-07-1973,47,3039,Sotho,"Published on 02-07-1973, ""Aladdin"" is a captivating work written in Sotho. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1040,Cyrano de Bergerac,19-11-1976,7,3040,Tetum,"Published on 19-11-1976, ""Cyrano de Bergerac"" is a captivating work written in Tetum. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1041,B. Monkey,28-12-1979,16,3041,Azeri,"Published on 28-12-1979, ""B. Monkey"" is a captivating work written in Azeri. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1042,Battle for Haditha,08-03-1962,4,3042,Afrikaans,"Published on 08-03-1962, ""Battle for Haditha"" is a captivating work written in Afrikaans. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1043,Heat and Dust,10-08-1973,32,3043,Malayalam,"Published on 10-08-1973, ""Heat and Dust"" is a captivating work written in Malayalam. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1044,Belle toujours,17-05-1995,28,3044,Hebrew,"Published on 17-05-1995, ""Belle toujours"" is a captivating work written in Hebrew. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1045,Never a Dull Moment,24-02-1984,6,3045,Kannada,"Published on 24-02-1984, ""Never a Dull Moment"" is a captivating work written in Kannada. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1046,Stunt Rock,14-09-1958,47,3046,Ndebele,"Published on 14-09-1958, ""Stunt Rock"" is a captivating work written in Ndebele. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1047,The Inhabited Island,08-09-1971,26,3047,Bulgarian,"Published on 08-09-1971, ""The Inhabited Island"" is a captivating work written in Bulgarian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1048,"Spanish Prisoner, The",26-02-1992,3,3048,Armenian,"Published on 26-02-1992, ""Spanish Prisoner, The"" is a captivating work written in Armenian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1049,No End in Sight,29-11-1995,17,3049,Hebrew,"Published on 29-11-1995, ""No End in Sight"" is a captivating work written in Hebrew. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1050,Torn Curtain,09-01-1969,30,3050,German,"Published on 09-01-1969, ""Torn Curtain"" is a captivating work written in German. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1051,Ready to Wear (Pret-A-Porter),11-01-1960,17,3051,Tsonga,"Published on 11-01-1960, ""Ready to Wear (Pret-A-Porter)"" is a captivating work written in Tsonga. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1052,Perkele! Kuvia Suomesta,28-09-1993,41,3052,French,"Published on 28-09-1993, ""Perkele! Kuvia Suomesta"" is a captivating work written in French. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1053,Kiss of the Dragon,10-04-1955,10,3053,Māori,"Published on 10-04-1955, ""Kiss of the Dragon"" is a captivating work written in Māori. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1054,You Don't Mess with the Zohan,27-03-1976,33,3054,Japanese,"Published on 27-03-1976, ""You Don't Mess with the Zohan"" is a captivating work written in Japanese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1055,"Silence, The (Das letzte Schweigen)",06-07-1977,25,3055,Belarusian,"Published on 06-07-1977, ""Silence, The (Das letzte Schweigen)"" is a captivating work written in Belarusian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1056,Something from Nothing: The Art of Rap,04-02-1958,25,3056,Estonian,"Published on 04-02-1958, ""Something from Nothing: The Art of Rap"" is a captivating work written in Estonian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1057,We Are Marshall,15-12-1963,43,3057,Māori,"Published on 15-12-1963, ""We Are Marshall"" is a captivating work written in Māori. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1058,True Story,31-12-1990,38,3058,Belarusian,"Published on 31-12-1990, ""True Story"" is a captivating work written in Belarusian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1059,Titanica,30-03-1985,48,3059,Dzongkha,"Published on 30-03-1985, ""Titanica"" is a captivating work written in Dzongkha. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1060,Wyatt Earp's Revenge,14-04-1998,3,3060,French,"Published on 14-04-1998, ""Wyatt Earp's Revenge"" is a captivating work written in French. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1061,47 Ronin,30-11-1991,44,3061,New Zealand Sign Language,"Published on 30-11-1991, ""47 Ronin"" is a captivating work written in New Zealand Sign Language. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1062,"Dead Next Door, The",01-09-1977,23,3062,Kurdish,"Published on 01-09-1977, ""Dead Next Door, The"" is a captivating work written in Kurdish. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1063,"Report, The (Gozaresh)",08-06-1977,20,3063,Zulu,"Published on 08-06-1977, ""Report, The (Gozaresh)"" is a captivating work written in Zulu. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1064,How to Deal,13-02-1981,35,3064,Malayalam,"Published on 13-02-1981, ""How to Deal"" is a captivating work written in Malayalam. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1065,Dollman,21-06-1971,12,3065,Lao,"Published on 21-06-1971, ""Dollman"" is a captivating work written in Lao. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1066,"Darkman II: Return of Durant, The",11-06-1988,47,3066,Lithuanian,"Published on 11-06-1988, ""Darkman II: Return of Durant, The"" is a captivating work written in Lithuanian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1067,Freedom Downtime,13-12-1971,20,3067,Maltese,"Published on 13-12-1971, ""Freedom Downtime"" is a captivating work written in Maltese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1068,"Triplets of Belleville, The (Les triplettes de Belleville)",04-05-1985,31,3068,Khmer,"Published on 04-05-1985, ""Triplets of Belleville, The (Les triplettes de Belleville)"" is a captivating work written in Khmer. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1069,Gangsters,21-05-1962,11,3069,Kyrgyz,"Published on 21-05-1962, ""Gangsters"" is a captivating work written in Kyrgyz. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1070,"View to a Kill, A",30-01-1991,44,3070,Swahili,"Published on 30-01-1991, ""View to a Kill, A"" is a captivating work written in Swahili. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1071,Ragamuffin,14-03-1973,38,3071,Tetum,"Published on 14-03-1973, ""Ragamuffin"" is a captivating work written in Tetum. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1072,Hansel & Gretel,22-08-1975,10,3072,Estonian,"Published on 22-08-1975, ""Hansel & Gretel"" is a captivating work written in Estonian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1073,Brother Bear 2,31-05-1966,40,3073,Haitian Creole,"Published on 31-05-1966, ""Brother Bear 2"" is a captivating work written in Haitian Creole. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1074,Shiloh,22-07-1999,14,3074,Maltese,"Published on 22-07-1999, ""Shiloh"" is a captivating work written in Maltese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1075,Carry on Cabby,26-12-1999,22,3075,Aymara,"Published on 26-12-1999, ""Carry on Cabby"" is a captivating work written in Aymara. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1076,It's a Bird,14-08-2004,11,3076,Kurdish,"Published on 14-08-2004, ""It's a Bird"" is a captivating work written in Kurdish. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1077,King of the Hill,01-08-1980,7,3077,Tok Pisin,"Published on 01-08-1980, ""King of the Hill"" is a captivating work written in Tok Pisin. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1078,Strange Planet,18-06-1971,5,3078,Kazakh,"Published on 18-06-1971, ""Strange Planet"" is a captivating work written in Kazakh. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1079,"Naked Civil Servant, The",13-10-1982,8,3079,Northern Sotho,"Published on 13-10-1982, ""Naked Civil Servant, The"" is a captivating work written in Northern Sotho. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1080,"Long Night, The",17-10-1992,20,3080,Icelandic,"Published on 17-10-1992, ""Long Night, The"" is a captivating work written in Icelandic. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1081,"Round-Up, The (Szegénylegények)",07-05-1970,1,3081,Italian,"Published on 07-05-1970, ""Round-Up, The (Szegénylegények)"" is a captivating work written in Italian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1082,"Best and the Brightest, The",06-08-1957,38,3082,Māori,"Published on 06-08-1957, ""Best and the Brightest, The"" is a captivating work written in Māori. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1083,Charlie Chan in Dangerous Money,16-07-1989,14,3083,Norwegian,"Published on 16-07-1989, ""Charlie Chan in Dangerous Money"" is a captivating work written in Norwegian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1084,"Patriots, The (Patriotes, Les)",13-12-1956,30,3084,Malayalam,"Published on 13-12-1956, ""Patriots, The (Patriotes, Les)"" is a captivating work written in Malayalam. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1085,Love Is All You Need (Den skaldede frisør),25-03-1961,22,3085,Māori,"Published on 25-03-1961, ""Love Is All You Need (Den skaldede frisør)"" is a captivating work written in Māori. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1086,Goon,21-12-1979,38,3086,Arabic,"Published on 21-12-1979, ""Goon"" is a captivating work written in Arabic. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1087,Mujhse Dosti Karoge!,18-11-1976,45,3087,Albanian,"Published on 18-11-1976, ""Mujhse Dosti Karoge!"" is a captivating work written in Albanian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1088,"Death in the Garden (Mort en ce jardin, La)",25-10-2001,20,3088,Swati,"Published on 25-10-2001, ""Death in the Garden (Mort en ce jardin, La)"" is a captivating work written in Swati. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1089,Whip It,28-03-2006,50,3089,Arabic,"Published on 28-03-2006, ""Whip It"" is a captivating work written in Arabic. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1090,Luster,15-03-1975,37,3090,Kurdish,"Published on 15-03-1975, ""Luster"" is a captivating work written in Kurdish. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1091,Living on One Dollar,13-01-1976,5,3091,Thai,"Published on 13-01-1976, ""Living on One Dollar"" is a captivating work written in Thai. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1092,Delgo,27-05-1980,25,3092,Northern Sotho,"Published on 27-05-1980, ""Delgo"" is a captivating work written in Northern Sotho. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1093,"Children's Hour, The",23-03-1985,14,3093,Lithuanian,"Published on 23-03-1985, ""Children's Hour, The"" is a captivating work written in Lithuanian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1094,Missing,31-03-1992,17,3094,Georgian,"Published on 31-03-1992, ""Missing"" is a captivating work written in Georgian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1095,"Favor, The",04-11-1980,15,3095,Maltese,"Published on 04-11-1980, ""Favor, The"" is a captivating work written in Maltese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1096,Diggers,14-07-1984,13,3096,Catalan,"Published on 14-07-1984, ""Diggers"" is a captivating work written in Catalan. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1097,Giallo,06-12-1972,35,3097,Lao,"Published on 06-12-1972, ""Giallo"" is a captivating work written in Lao. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1098,"Signal, The",09-08-1960,2,3098,Zulu,"Published on 09-08-1960, ""Signal, The"" is a captivating work written in Zulu. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1099,Shrek the Halls,04-09-1980,4,3099,Montenegrin,"Published on 04-09-1980, ""Shrek the Halls"" is a captivating work written in Montenegrin. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1100,Family Honeymoon,29-10-1979,9,3100,Filipino,"Published on 29-10-1979, ""Family Honeymoon"" is a captivating work written in Filipino. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1101,Unconscious (Inconscientes),07-01-1996,19,3101,Arabic,"Published on 07-01-1996, ""Unconscious (Inconscientes)"" is a captivating work written in Arabic. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1102,"Well Spent Life, A",18-08-1981,47,3102,Kashmiri,"Published on 18-08-1981, ""Well Spent Life, A"" is a captivating work written in Kashmiri. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1103,Shaolin Temple 3: Martial Arts of Shaolin (Nan bei Shao Lin) (Martial Arts of Shaolin),15-02-1975,38,3103,Mongolian,"Published on 15-02-1975, ""Shaolin Temple 3: Martial Arts of Shaolin (Nan bei Shao Lin) (Martial Arts of Shaolin)"" is a captivating work written in Mongolian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1104,Jetsons: The Movie,21-06-1972,4,3104,Lithuanian,"Published on 21-06-1972, ""Jetsons: The Movie"" is a captivating work written in Lithuanian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1105,Hellgate,23-10-1956,11,3105,Albanian,"Published on 23-10-1956, ""Hellgate"" is a captivating work written in Albanian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1106,"Case of the Grinning Cat, The (Chats perchés)",26-07-1988,16,3106,Polish,"Published on 26-07-1988, ""Case of the Grinning Cat, The (Chats perchés)"" is a captivating work written in Polish. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1107,The Things of Life,21-10-1982,20,3107,Norwegian,"Published on 21-10-1982, ""The Things of Life"" is a captivating work written in Norwegian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1108,Varsity Blues,09-06-1984,42,3108,Lao,"Published on 09-06-1984, ""Varsity Blues"" is a captivating work written in Lao. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1109,August Evening,14-11-1998,20,3109,Fijian,"Published on 14-11-1998, ""August Evening"" is a captivating work written in Fijian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1110,Down From the Mountain,06-09-1980,4,3110,Croatian,"Published on 06-09-1980, ""Down From the Mountain"" is a captivating work written in Croatian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1111,Big Miracle,23-02-1968,35,3111,Hebrew,"Published on 23-02-1968, ""Big Miracle"" is a captivating work written in Hebrew. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1112,Orwell Rolls in His Grave,08-06-1966,39,3112,Maltese,"Published on 08-06-1966, ""Orwell Rolls in His Grave"" is a captivating work written in Maltese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1113,Long Live Death (Viva la muerte),26-08-1959,47,3113,Punjabi,"Published on 26-08-1959, ""Long Live Death (Viva la muerte)"" is a captivating work written in Punjabi. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1114,"Bottom of the Sea, The (El fondo del mar)",31-10-2000,50,3114,Amharic,"Published on 31-10-2000, ""Bottom of the Sea, The (El fondo del mar)"" is a captivating work written in Amharic. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1115,Private Lessons (Élève libre),10-05-1972,50,3115,Malayalam,"Published on 10-05-1972, ""Private Lessons (Élève libre)"" is a captivating work written in Malayalam. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1116,Batman and Robin,07-08-2002,21,3116,Afrikaans,"Published on 07-08-2002, ""Batman and Robin"" is a captivating work written in Afrikaans. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1117,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),06-11-1980,49,3117,Danish,"Published on 06-11-1980, ""First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo)"" is a captivating work written in Danish. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1118,Snake in the Eagle's Shadow (Se ying diu sau),07-04-1971,13,3118,Marathi,"Published on 07-04-1971, ""Snake in the Eagle's Shadow (Se ying diu sau)"" is a captivating work written in Marathi. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1119,Blue Denim,28-02-1962,28,3119,Portuguese,"Published on 28-02-1962, ""Blue Denim"" is a captivating work written in Portuguese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1120,The Disappearance of Eleanor Rigby: Her,15-11-1987,24,3120,Haitian Creole,"Published on 15-11-1987, ""The Disappearance of Eleanor Rigby: Her"" is a captivating work written in Haitian Creole. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1121,Maid in Manhattan,22-11-2004,47,3121,Bosnian,"Published on 22-11-2004, ""Maid in Manhattan"" is a captivating work written in Bosnian. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1122,That Awkward Moment,23-05-2001,5,3122,Portuguese,"Published on 23-05-2001, ""That Awkward Moment"" is a captivating work written in Portuguese. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
1123,Kairat,07-06-1981,28,3123,Hiri Motu,"Published on 07-06-1981, ""Kairat"" is a captivating work written in Hiri Motu. This book stands out for its engaging narrative and thoughtful insights, making it a valuable addition to any reader's collection."
